group_ic4fq86/STATE,LGABAYELSA,LGADELTA,LGAEDO,LGARIVERS,Type of Sub project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement
bayelsa,oredo,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3334000,3000000,334000,3000000,16/02/2018
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,ikpoba okha,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1300000,915000,385000,915000,29/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,19/08/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,vegetable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,18/08/2014
bayelsa,owan east,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,other,n/a,3300000,3000000,300000,3000000,18/04/2014
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1250000,880000,370000,880000,19/12/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1280000,901000,379000,901000,19/12/2014
bayelsa,owan east,n/a,n/a,n/a,forestry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,snailery,1270000,896000,374000,896000,19/12/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1250000,880000,370000,880000,16/12/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1300000,915000,385000,915000,16/12/2014
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1284000,903000,381000,903000,16/12/2014
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1284000,903000,381000,903000,16/12/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1170000,824000,346000,824000,19/11/2014
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1211429,853000,358428,853000,19/12/2014
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3300000,3000000,300000,3000000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1010000,717000,293000,717000,07/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1320000,929000,391000,929000,19/12/2014
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,700000,700000,0,700000,19/12/2014
bayelsa,owan east,n/a,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,19/09/2017
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,n/a
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,15/11/2016
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,n/a
bayelsa,egor,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,n/a
bayelsa,egor,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3340000,3006000,334000,3006000,07/11/2018
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,n/a
bayelsa,southern ijaw,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720000,294000,720000,16/02/2018
bayelsa,southern ijaw,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1020000,694000,286000,694000,23/03/2016
bayelsa,southern ijaw,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1082900,762030,320870,762030,24/03/2016
bayelsa,southern ijaw,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1020000,726000,294000,726000,23/03/2016
bayelsa,southern ijaw,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1020000,726000,294000,726000,24/03/2016
bayelsa,southern ijaw,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3340000,3006000,334000,3006000,10/09/2018
bayelsa,ikpoba okha,n/a,n/a,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,1384000,1004000,380000,1004000,28/04/2015
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,3300000,3000000,300000,3000000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
bayelsa,owan east,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1000000,710000,290000,710000,23/06/2017
edo,n/a,n/a,oredo,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,175000,99600,75400,99600,16/06/2015
bayelsa,southern ijaw,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3330000,2997000,333000,2997000,25/02/2016
edo,n/a,n/a,ovia north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,650000,445000,205000,650000,06/09/2016
edo,n/a,n/a,ovia north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,650000,445000,205000,650000,06/09/2016
edo,n/a,n/a,ovia north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,650000,445000,205000,650000,06/09/2016
edo,n/a,n/a,ovia north eas,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,culvert,n/a,1700000,153000,17000,1700000,17/09/2015
edo,n/a,n/a,ovia north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,400000,280000,120000,400000,17/09/2015
edo,n/a,n/a,ovia north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,400000,280000,120000,400000,17/09/2015
edo,n/a,n/a,ovia north eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,400000,280000,120000,400000,17/09/2015
edo,n/a,n/a,ovia north eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,525000,347500,177500,347500,17/02/2015
edo,n/a,n/a,ovia north eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,525000,347500,177500,347500,17/02/2015
delta,n/a,ika north east,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4130500,2649350,1481150,2649350,05/09/2018
edo,n/a,n/a,ikpoba okha,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,water scheme,n/a,600000,540000,60000,540000,18/10/2016
edo,n/a,n/a,uhunmwonde,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,875000,535500,339500,535500,16/08/2018
edo,n/a,n/a,uhunmwonde,n/a,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,900000,548000,352000,548000,16/08/2018
delta,n/a,ika north east,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,4485000,2939500,1545500,2939500,16/04/2019
delta,n/a,ika north east,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,2965000,2153500,811500,2153500,02/07/2019
delta,n/a,ika north east,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,2965000,2123400,798600,2123400,16/04/2019
delta,n/a,ika north east,n/a,n/a,processing,n/a,n/a,n/a,n/a,pepper tomato ,n/a,n/a,n/a,995000,995000,0,995000,16/04/2019
delta,n/a,ika north east,n/a,n/a,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3888000,2532000,1348000,2067500,02/07/2019
edo,n/a,n/a,uhunmwonde,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,460000,282000,178000,282000,16/06/2015
edo,n/a,n/a,uhunmwonde,n/a,crop productio,cocoyam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,500000,301000,199000,500000,16/09/2015
edo,n/a,n/a,uhunmwonde,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,500000,301000,199000,500000,16/06/2015
edo,n/a,n/a,uhunmwonde,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,484000,314000,186000,484000,16/06/2015
edo,n/a,n/a,uhunmwonde,n/a,crop productio,others,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,n/a
edo,n/a,n/a,uhunmwonde,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,820000,532000,288000,820000,16/06/2015
edo,n/a,n/a,oredo,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,643500,462650,180000,462650,09/04/2019
edo,n/a,n/a,esan central,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1407000,984900,422100,984900,16/08/2018
edo,n/a,n/a,esan central,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1290000,833000,457000,833000,16/08/2018
edo,n/a,n/a,igueben,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,others,n/a,3150000,2247000,903000,2247000,10/06/2014
edo,n/a,n/a,esan west,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1019000,713300,305700,1019000,16/08/2018
edo,n/a,n/a,igueben,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,others,n/a,5250000,4725000,525000,4725000,09/04/2019
edo,n/a,n/a,esan north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,694000,436300,257700,436300,16/08/2018
edo,n/a,n/a,esan north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,694000,436300,257700,436300,16/08/2018
edo,n/a,n/a,esan south eas,n/a,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,732000,450400,281600,450400,07/09/2016
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,810000,506000,304000,506000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,840000,521000,319000,521000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,806000,504000,302000,504000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,840000,521000,319000,840000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,maize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,790000,496000,294000,790000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,oil palm,n/a,n/a,n/a,n/a,n/a,n/a,n/a,915000,503500,411500,915000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,806000,504000,302000,806000,16/08/2018
delta,n/a,bomadi,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3193300,2474000,719300,2474000,15/01/2018
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2391814.29,1603364.29,788450,1603364.29,29/07/2015
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1911572.15,1281972.15,629600,1281972.15,26/06/2015
delta,n/a,udu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,3896300,3506670,389630,2331935.55,07/08/2015
delta,n/a,ugheli south,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,others,3.15E+07,2291860,856740,2291860,08/08/2019
edo,n/a,n/a,owan west,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,976000,625200,350800,976000,16/08/2018
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1040000,736000,304000,736000,08/09/2015
bayelsa,egor,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1040000,736000,304000,736000,07/10/2014
edo,n/a,n/a,akoko edo,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,266000,162800,103200,162800,25/06/2015
edo,n/a,n/a,akoko edo,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,277200,177560,99640,177560,08/07/2014
edo,n/a,n/a,akoko edo,n/a,crop productio,others,n/a,n/a,n/a,n/a,n/a,n/a,n/a,363700,221450,142250,363700,25/06/2015
edo,n/a,n/a,akoko edo,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226000,140800,85200,226000,25/06/2015
edo,n/a,n/a,akoko edo,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,345800,225900,119900,345800,08/07/2014
edo,n/a,n/a,akoko edo,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,541000,378700,162300,541000,08/07/2014
delta,n/a,ugheli south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4326300,2814750,1511550,2814750,28/03/2019
edo,n/a,n/a,etsako west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,885000,520000,365000,885000,16/08/2018
edo,n/a,n/a,etsako west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,880000,516500,363500,880000,16/08/2018
edo,n/a,n/a,etsako central,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1142500,742950,399550,742950,09/04/2019
edo,n/a,n/a,etsako central,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1142500,742950,399550,742950,09/04/2019
rivers,n/a,n/a,n/a,ahoada east,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,culvert,n/a,2610000,2430000,280000,2430000,12/05/2019
rivers,n/a,n/a,n/a,gokana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2220950,1550950,670000,1550950,18/08/2016
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1200000,840000,360000,840000,13/08/2015
rivers,n/a,n/a,n/a,asari toru,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,3300000,3000000,300000,3000000,13/08/2015
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1486000,630140,486400,630140,31/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1490000,632100,487000,46,31/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1490200,632000,490000,632000,31/10/2014
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1486000,630140,485800,630140,31/10/2014
delta,n/a,warri south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,others,2432419.82,1736119.82,696300,111419.82,06/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1214100,471872,490000,471872,02/05/2014
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1227000,442225,490000,442225,02/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1227000,442225,490000,442225,02/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1163700,439530,485800,439530,02/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,maize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1161150,437305,486400,437305,02/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1170700,444430,485800,444430,02/05/2015
rivers,n/a,n/a,n/a,emohua,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1195900,462070,485800,462070,02/05/2015
bayelsa,southern ijaw,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,3340000,3006000,334000,3006000,20/11/2018
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1846800,1383900,462900,1383900,07/11/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,3150000,2295000,855000,2295000,12/12/2017
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,others,n/a,n/a,n/a,n/a,n/a,n/a,2250000,1600000,550000,1600000,20/06/2017
rivers,n/a,n/a,n/a,ahoada west,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,n/a
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1435000,1000000,430000,0,n/a
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2500000,2000000,500000,2000000,30/04/2019
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2450000,2000000,450000,2000000,30/04/2019
delta,n/a,warri south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2432419.82,1736119.82,696300,111419.81,26/06/2015
delta,n/a,warri south,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2651000,1894700,756300,130000,21/11/2017
delta,n/a,warri south,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2492419.82,1736119.82,756300,111419.82,26/06/2015
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,others,n/a,n/a,n/a,n/a,n/a,n/a,2350000,1900000,450000,1900000,27/06/2019
rivers,n/a,n/a,n/a,asari toru,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2990000,2300000,690000,1750000,19/07/2019
rivers,n/a,n/a,n/a,asari toru,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,vip toilet,n/a,3500000,3000000,350000,1400000,15/05/2019
rivers,n/a,n/a,n/a,asari toru,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1430000,1100000,330000,1100000,27/06/2019
rivers,n/a,n/a,n/a,asari toru,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1430000,1100000,330000,1100000,27/06/2019
rivers,n/a,n/a,n/a,asari toru,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1430000,1100000,330000,1100000,27/06/2019
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2730000,2100000,630000,2100000,19/08/2019
rivers,n/a,n/a,n/a,ahoada west,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1531000,1101000,430000,1531000,30/01/2015
delta,n/a,warri south,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3816419.81,2408919.81,1407500,111419.82,07/02/2018
edo,n/a,n/a,ovia south eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,890000,563000,327000,890000,20/03/2017
edo,n/a,n/a,ovia south eas,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,936000,655200,280800,936000,20/03/2017
edo,n/a,n/a,ovia south eas,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,936000,655200,280800,936000,20/03/2017
edo,n/a,n/a,ovia south eas,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,936000,655200,280800,936000,20/03/2017
rivers,n/a,n/a,n/a,obia akpor,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,n/a
rivers,n/a,n/a,n/a,asari toru,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,water scheme,n/a,2200000,2000000,200000,2000000,18/08/2017
rivers,n/a,n/a,n/a,asari toru,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,1940000,1500000,440000,1500000,21/08/2014
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,others,n/a,n/a,n/a,n/a,n/a,n/a,1980000,1500000,480000,1500000,24/06/2014
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2060000,1600000,460000,1600000,12/08/2014
