group ic4fq86/STATE,LGABAYELSA,LGADELTA,LGAEDO,LGARIVERS,Description of Sub project Component,Location of Sub Project,Status of Project,Physical Output,Name of Contractor,Contractor Amount,Beneficiary Wages,calculation,Amount Disbursed Till Date,1st Picture of Site,,Number of Male Beneficiaries,Number of female Beneficiaries,Number of Beneficiaries Present on Site,Are there working ma ls for Beneficiaries,Are the PPEs adequate for Beneficiaries,Have Beneficiaries Received th,Reasons for no Payment,Percentage Level of Work Done
rivers,n/a,n/a,n/a,port harcourt,"CONSTRUCTION OF STORM DRAIN AT ABANA STREET, OLD GRA",PORT HARCOURT CITY,completed,100,GODFREY BROWN LTD,2.24E+07,2.02E+07,4.26E+07,3.50E+07,1570446467788.jpg,1570446855316.jpg,58,17,50,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,khana,MAINTENANCE OF COUNCIL-KENULE ROAD,KHANA RIVERS SOUTH EAST SEN DISTRICT,completed,100%,BOMATHON NIGERIA LIMITED,1.91E+07,1.49E+07,33963489,3.40E+07,1570536109601.jpg,1570536400921.jpg,48,21,69,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,degema,"MAINTENANCE OF HEALTH CENTRE/ADULT EDUCATION ROAD,OBUAMA,DEGEMA",RIVERS SOUTH WEST,completed,100%,NIBWORKS NIGERIA LIMITED,1.80E+07,1.19E+07,2.99E+07,2.99E+07,1570460433034.jpg,1570460495149.jpg,38,17,55,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,khana,MAINTENANCE OF KAANI ROAD,KHANA RIVERS SOUTH EAST SEN DISTRICT,completed,100%,DECMI INTEGRATED SERVICES LIMITED,1.52E+07,1.02E+07,25440525,2.54E+07,1570540301877.jpg,1570540424170.jpg,29,13,42,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,asari toru,"MAINTENANCE OF CHAIRMAN'S LODGE/MARKET ROAD/KING AMACHREE ROAD,BUGUMA TOWN BY ARMY CHECK POINT",RIVERS SOUTH WEST,completed,100%,VIRGIN COAST LIMITED,1.02E+07,6912000,1.71E+07,1.71E+07,1570545497400.jpg,1570545616541.jpg,22,10,32,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,asari toru,"MAINTENANCE OF JETTY ROAD,OFF CHAIRMAN'S LODGE,BUGUMA",RIVERS SOUTH WEST,completed,100%,NETPORTAL LIMITED,1.66E+07,1.38E+07,30458786,3.05E+07,1570543109426.jpg,1570543172992.jpg,44,20,64,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,khana,MAINTENANCE OF KAANI/KPONG/BERE ROAD,"KHANA, RIVERS SOUTH EAST SEN DISTRICT",completed,100%,EMISAMILAS GLOBAL VENTURES,2.11E+07,9456000,30547760,3.05E+07,1570538872079.jpg,1570538903528.jpg,29,13,42,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,emohua,MAINTENANCE OF RUMUADA RUMUORO WATERSIDE ROAD,OGBAKIRI,completed,250MX5M REINFORCED CONCRETE PAVEMENT,CONTINUATION GLOBAL SYSTEM LTD,2.71E+07,1.20E+07,3.91E+07,3.91E+07,n/a,1570536926485.jpg,37,16,45,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,asari toru,"MAINTENANCE OF LAWSON/HEALTH CENTRE ROAD,BUGUMA",RIVERS SOUTH WEST,completed,100%,DAMMY-RAY NIGERIA LIMITED,1.84E+07,1.33E+07,3.18E+07,3.18E+07,1570541495904.jpg,1570541571879.jpg,40,20,60,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,asari toru,CONSTRUCTION OF MINI BRIDGE AT LAWSON NEW ROAD BY HEALTH CENTRE BUGUMA,RIVERS SOUTH WEST,completed,95,SAVIO ENTERPRISE,2.17E+07,1.29E+07,34595863,1.01E+07,1570542110974.jpg,1570542314843.jpg,38,19,0,yes,yes,AUTOMATIC,BENEFICIARY PAYMENT ENDS IN MARCH 2020,95
rivers,n/a,n/a,n/a,degema,"MAINTENANCE OF MARKET ROAD,DEGEMA",RIVERS SOUTH WEST,completed,100%,SIV-OSUO ENTERPRISES,2.75E+07,1.08E+07,3.83E+07,3.83E+07,1570538850072.jpg,1570538929101.jpg,35,15,50,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,emohua,MAINTENANCE OF RUMUCHE ROAD AND DRAINAGE WORK,EMOHUA LGA,completed,REINFORCED CONCRETE SECTIONAL REHABILITATION OF 1300SQM,BIMFEM INVESTMENT NIGERIA LIMITED,2.11E+07,1.30E+07,34108447,3.41E+07,1570538167604.jpg,n/a,41,18,56,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,port harcourt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,port harcourt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,port harcourt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,port harcourt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,degema,MAINTENANCE OF CULTURE GATE ROAD TO THE ACQUACULTURE FARM OBUAMA HARRY TOWN DEGEMA.,RIVERS SOUTH WEST,completed,100%,ABOMI ENERGY AND LOGISTICS LIMITED.,1.82E+07,1.25E+07,30673500,3.07E+07,1570539958062.jpg,1570540036600.jpg,38,17,56,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,tai,"MAINTENANCE OF SAAKPEWA/BOTEM ROAD, BOTEM COMMUNITY","TAI, RIVERS SOUTH-EAST SEN DISTRICT",completed,100%,LEBAMOND INTEGRATED LIMITED,1.31E+07,1.20E+07,25153154,2.52E+07,1570454790456.jpg,1570454810359.jpg,38,16,54,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,tai,MAINTENANCE OF BANGOI POLICE COLLEGE ROAD/DRAINAGE,"NONWA-GBAM, TAI RIVERS SOUTH EAST SEN DISTRICT",completed,100%,EMIM-UNYE SECURITY NETWORK LIMITED,2.68E+07,1.51E+07,41851714,4.19E+07,n/a,1570457542303.jpg,45,19,64,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,tai,"MAINTENANCE OF KIRA OLD ROAD, KIRA",TAI RIVERS SOUTH EAST SEN DISTRICT,completed,100%,MARGOUY INTEGRATED SERVICES LIMITED,2.64E+07,1.36E+07,39978026,4.00E+07,1570455664524.jpg,1570455684508.jpg,52,22,74,yes,yes,yes,n/a,100
delta,n/a,oshimili south,n/a,n/a,"ROAD CONSTRUCTION AND VEGETATION CONTROL AT SIR ORIGHO STREET OFF HIGH COURT ROAD, ASABA",ASABA,completed,FLEXIBLE PAVEMENT CONSTRUCTION,PROSPECTIVE MULTI-LINK LIMITED (PML),2.07E+07,1.96E+07,4.03E+07,4.03E+07,1570271117307.jpg,1570271150428.jpg,51,34,85,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,asari toru,MAINTENANCE OF  OMEKWE-AMA IDO CENTRAL GROUP 2 ROAD ,RIVERS SOUTH WEST,completed,100%,FAYE AND TOBINS NIGERIA LIMITED ,2.39E+07,1.33E+07,3.72E+07,3.72E+07,1570542774820.jpg,1570542896221.jpg,46,20,66,yes,yes,yes,n/a,100
delta,n/a,warri south,n/a,n/a,n/a,WARRI,completed,100%,DISEL LINE NIG LIMITED,1.42E+07,2.81E+07,42323820,1.38E+07,1570205024853.jpg,1570205420515.jpg,6,4,10,yes,yes,yes,n/a,100
delta,n/a,warri south,n/a,n/a,SWEEPING OF SURFACE TRAVELLED,WARRI,completed,100%,MICROPRO GLOBAL COMM.,5444899,1.86E+08,191782853,2.43E+07,1570109562008.jpg,1570109573472.jpg,7,3,10,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,port harcourt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,port harcourt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,obia akpor,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
bayelsa,yenegoa,n/a,n/a,n/a,REHABILITATION OF EXISTING FOOT BRIDGE,NYAMBIRI ZARAMA,completed,WORK COMPLETED AT 100 PERCENT,TADD SERVICES GLOBAL CONCERNS LTD,7318657.5,7440000,1.48E+07,1.48E+07,1570535656874.jpg,1570535675509.jpg,26,4,0,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,ahoada east,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada east,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,warri south,n/a,n/a,"LOT 10 : 1600m DRAINAGE DESILTATION & CLEANING OF ROAD SIDES OF OKUMAGBA AVENUE FROM AIRPORT ROAD TO OKERE R/ABT, WARRI",WARRI,completed,100%,RICHLION COY LTD,9256135.75,3603073.32,1.29E+07,n/a,1570110014905.jpg,1570110111365.jpg,28,17,45,yes,yes,yes,n/a,100
delta,n/a,warri south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,warri south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada east,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ogu bolo,"MAINTENANCE OF SCHOOL ROAD, OGU",OGU,completed,"REINFORCED CONCRETE PAVEMENT, FILLING AND COMPACTION OF SHARP SAND",JANIGOS INTEGRATED SERVICES LTD,3.12E+07,1.39E+07,45087526,4.51E+07,1570626159599.jpg,n/a,42,18,0,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,gokana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,khana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,khana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,khana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,oyigbo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada east,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,tai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,gokana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,khana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,oyigbo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ogu bolo,"MAINTENANCE OF SIR, HON. VICTOR ROAD, BOLO",OGU/BOLO,completed,"CLEARING, REMOVAL OF UNSUITABLE MATERIAL, BINDING OF REBARS, SHUTTERING AND CASTING OF CONCRETE PAVEMENT",EMMY MARINE TECHNOLOGY LTD.,3.14E+07,1.45E+07,4.59E+07,4.59E+07,1570623694188.jpg,1570623775125.jpg,46,20,0,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,eleme,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,oyigbo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,tai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,gokana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,khana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,oyigbo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,tai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,khana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ogba egbema nd,"MAINTENANCE OF SUNDAY AGUBA ROAD OFF OBOR ROAD, OMOKU TOWN",RIVERS SOUTH WEST,completed,100%,MARTHKERRY INTEGRATED SERVICES LIMITED,2.09E+07,1.49E+07,35731781,3231671.75,1570620721245.jpg,1570620663337.jpg,49,17,0,yes,yes,AUTOMATIC,BENEFICIARY PAYMENT WILL END IN MARCH 2020,100
rivers,n/a,n/a,n/a,ogba egbema nd,MAINTENANCE OF COURT/CHURCH ROAD OMOKU  TOWN,RIVERS SOUTH WEST,completed,100%,PARTICULAR INTERNATIONAL VENTURES LIMITED,1.78E+07,1.05E+07,2.83E+07,2.83E+07,1570621772299.jpg,1570621802615.jpg,33,14,0,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,ogba egbema nd,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,warri south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,warri south,n/a,n/a,ROAD CLEANING/SWEEPING,WARRI,completed,100%,JAY BENRO LTD,1.23E+07,5250000,17567304,1.76E+07,1570607782026.jpg,1570607802788.jpg,12,20,0,yes,yes,yes,n/a,100
bayelsa,ikpoba okha,n/a,n/a,n/a,MAINTENANCE AND CLEARING OF ROAD SHOULDER OF THE EXISTING ROAD,"OPOKUMA, KOLGA",completed,COMPLETED,SEISUODOR VENTURES LTD,5343734.55,1.06E+07,1.59E+07,1.59E+07,1570702925734.jpg,1570702945988.jpg,33,10,43,n/a,n/a,yes,n/a,100
rivers,n/a,n/a,n/a,ahoada east,MAINTENANCE OF ODISAMA ROAD,RIVERS SOUTH WEST,completed,100%,FIRI ENTERPRISES NIGERIA LIMITED,3.18E+07,1.53E+07,4.71E+07,4.71E+07,1570703570992.jpg,1570704133314.jpg,47,21,0,yes,yes,yes,n/a,100
delta,n/a,warri south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,warri south,n/a,n/a,ROAD SWEEPING AND CLEANING,WARRI,completed,100%,MAVIS GLOBAL CONSULT,12090631.16,12815417.84,24906049,24815417,WARRI-12 53 40.PNG,WARRI2-12 53 48.PNG,7,46,0,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,eleme,MAINTENANCE OF ALESA WATER WORKS/SCHOOL ROAD,"ALESA-ELEME, RIVERS SOUTH EAST SENATORIAL DISTRICT",completed,100%,KINGDOM E & C LIMITED,1.33E+07,9288000,22560544,2.26E+07,1570711635837.jpg,1570711772383.jpg,30,13,43,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,ahoada west,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada west,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,eleme,MAINTENANCE OF AGBONCHIA/OGALE/ALETO/ALESA ROAD,ELEME RIVERS SOUTH EAST SEN DISTRICT ,completed,100%,POWER ENERGY SYSTEMS SERVICES LIMITED ,1.79E+07,1.18E+07,29690131,2.97E+07,1570712095484.jpg,1570712141580.jpg,37,16,53,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,ahoada west,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada west,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,eleme,MAINTENANCE OF AGBONCHIA ROAD FROM ROUND ABOUT,"AGBONCHIA-ELEME, RIVERS SOUTH EAST DISTRICT",completed,100%,LOLCEL INTEGRATED SERVICES LIMITED,1.47E+07,1.16E+07,26321800,2.63E+07,1570712663868.jpg,1570712740191.jpg,35,17,52,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,ahoada west,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
bayelsa,ikpoba okha,n/a,n/a,n/a,CONSTRUCTION OF 100mx6m CONCRETE ROAD,OKOLOBA,completed,COMPLETED,ECKSTREME CONTRACTORS NIG LTD,6554104,8640000,15194104,1.52E+07,1570705817159.jpg,1570705828712.jpg,15,20,35,n/a,n/a,yes,n/a,100
bayelsa,ikpoba okha,n/a,n/a,n/a,CONSTRUCTION OF 100mx6m CONCRETE ROAD,SABAGREA,completed,COMPLETED,INEIEBE NIG,7997432,9840000,17837432,1.78E+07,1570706777483.jpg,1570706803375.jpg,25,15,40,n/a,n/a,yes,n/a,100
bayelsa,ikpoba okha,n/a,n/a,n/a, CONSTRUCTION OF 100mx6m CONCRETE ROAD,AYIBABIRI,completed,COMLETED,BOLOUS GENERAL SERVICES ,6193530,8640000,14833530,1.48E+07,1570707984999.jpg,1570708074433.jpg,15,20,35,n/a,n/a,yes,n/a,100
bayelsa,ikpoba okha,n/a,n/a,n/a,CONSTRUCTION OF 100mx6m CONCRETE ROAD,AYAKOROMA,completed,COMPLETED,EBIENRY VENTURES,6345234,8640000,14985234,1.50E+07,1570709438795.jpg,1570709368755.jpg,20,15,35,n/a,n/a,yes,n/a,100
rivers,n/a,n/a,n/a,abua odual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,abua odual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,opobo nkoro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada east,"MAINTENANCE OF ULA-UPATA ROAD,ALONG TROPICANA HOTEL, FROM AHOADA ROAD JUNCTION TO BRIDGE IN AHOADA",RIVERS SOUTH WEST,on going,70%,GRACE PACT CONSTRUCTION AND LOGISTICS LIMITED,1.55E+07,9492000,2.50E+07,2.50E+07,1570632859825.jpg,1570632953909.jpg,34,26,60,yes,yes,yes,n/a,70
rivers,n/a,n/a,n/a,ahoada east,"MAINTENANCE OF OCHOMA-EKPENA ROAD, AHOADA",RIVERS SOUTH WEST,completed,100%,GREYROCK ENGINEERING COMPANY LIMITED,1.88E+07,1.36E+07,3.24E+07,3.24E+07,1570707073866.jpg,1570707139695.jpg,44,19,63,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,abua odual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada east,"MAINTENANCE OF KING PARADISE ULA-UPATA ROAD, AHOADA",RIVERS SOUTH WEST,completed,100%,ELUOZO SUPPLY AND SERVICE LIMITED,2.11E+07,1.49E+07,35991340,3.60E+07,1570710648353.jpg,1570710979319.jpg,48,21,69,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,abua odual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rivers,n/a,n/a,n/a,ahoada east,MAINTENANCE OF OKOROWO OKOMA ROAD,RIVERS SOUTH WEST,completed,100%,MEGA ARTHUR ANGELES LIMITED,1.64E+07,1.12E+07,27568483,2.76E+07,1570712548555.jpg,1570712774389.jpg,35,15,0,yes,yes,yes,n/a,100
rivers,n/a,n/a,n/a,ahoada east,DRINAGE CONSTUCTION AT ODIEMERENYI TOWN AKAMA ROAD PHASE 2 AHOADA EAST,RIVERS SOUTH WEST,on going,80%,SPLENANVIS NIGERIA LIMITED,1.52E+09,1.14E+07,1527654588,2.65E+09,1570705635041.jpg,1570705671955.jpg,53,10,64,yes,yes,yes,n/a,80
delta,n/a,warri south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
bayelsa,egor,n/a,n/a,n/a,CONSTRUCTION OF 250M X 3M CONCRETE ROAD IN FUTORUGBENE ,FUTORUGBENE ,completed,100,WOTUTOR & SONS ,9.86E+08,8.64E+08,1850445000,1.85E+09,1570617831861.jpg,1570618049066.jpg,20,15,n/a,n/a,n/a,yes,n/a,100
rivers,n/a,n/a,n/a,emohua,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
bayelsa,egor,n/a,n/a,n/a,CONSTRUCTION OF 324M X 1.5M CONCRETE ROAD ,"PERETORUGBENE, EKEREMOR ",completed,100,TIMPLAZ NIG. LTD ,9.92E+08,9.60E+09,10591859800,1.06E+10,1570621471274.jpg,1570621640732.jpg,29,10,n/a,n/a,n/a,yes,n/a,100
bayelsa,egor,n/a,n/a,n/a,"CONSTRUCTION OF 250M X 3M CONCRETE ROAD, PERETORUGBENE",PERETORUGBENE,on going,2,TAD GLOBAL SERVICES ,8.43E+08,8.64E+08,1707469200,n/a,1570622487078.jpg,1570622544391.jpg,20,15,n/a,n/a,yes,AUTOMATIC,STILL ON DOCUMENTATION AND ACCOUNT OPENING PROCESS ,2
bayelsa,egor,n/a,n/a,n/a,CONSTRUCTION OF 324M X 1.5M CONCRETE ROAD.,"PERETORUGBENE, EKEREMOR ",completed,100,OWAPE ENTERPRISES,6.54E+08,9.84E+08,1637544900,1.64E+09,1570622885432.jpg,1570622917299.jpg,29,11,n/a,n/a,yes,yes,n/a,100
bayelsa,egor,n/a,n/a,n/a,CONSTRUCTION OF 300M X 3M CONCRETE ROAD. CONTINUATION OF THE PREVIOUS PROJECT ,BILABIRI 1,on going,3,TAM-D BEN NIG. ENTERPRISE ,8.29E+08,8.64E+08,1692916000,n/a,1570626637936.jpg,1570626875888.jpg,25,10,n/a,n/a,yes,AUTOMATIC,DOCUMENTATION STILL ON GOING ,3
bayelsa,egor,n/a,n/a,n/a,CONSTRUCTION OF 250M X 3M CONCRETE ROAD IN BELABIRI ,BELABIRI ,completed,100,EREBO GLOBAL CLASSIC LTD ,7.45E+08,8.64E+08,1609170000,1.61E+09,1570626977357.jpg,1570627143149.jpg,25,10,n/a,n/a,yes,yes,n/a,100
bayelsa,egor,n/a,n/a,n/a,CONSTRUCTION OF 150M X 5M CONCRETE ROAD LEADING TO THE SCHOOL ,EGBEMO-ANGALABIRI,on going,2,KONEKE NIG.  ENTERPRISE,1.18E+09,8.64E+08,2043527265,n/a,1570632319585.jpg,1570632347466.jpg,30,13,n/a,n/a,yes,AUTOMATIC,STILL ON DOCUMENTATION ,2
bayelsa,egor,n/a,n/a,n/a,"CONSTRUCTION OF 300M X 3M CONCRETE ROAD IN EKIERE 1 QUARTERS, AMABOLOU ",AMABULOU ,on going,2,KENTIMI GLOBAL SERVICES ,1.16E+09,8.64E+08,2026375400,n/a,1570637867351.jpg,1570637885549.jpg,20,15,n/a,n/a,yes,AUTOMATIC,STILL ON DOCUMENTATION ,2
